pedido_id,fecha,producto,categoria,cantidad,precio_unit,metodo_pago
1050,2026-07-17 15:21,Milanesa con papas,Platos,1,9500,qr
1050,2026-07-17 15:21,Gaseosa 500ml,Bebidas,1,1800,qr
1051,2026-06-16 14:08,Empanada de carne,Empanadas,2,1200,mercadopago
1051,2026-06-16 14:08,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1051,2026-06-16 14:08,Helado 1/4,Postres,1,4200,mercadopago
1052,2026-08-29 14:18,Milanesa con papas,Platos,1,9500,mercadopago
1052,2026-08-29 14:18,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1053,2026-08-13 13:35,Empanada de carne,Empanadas,1,1200,mercadopago
1053,2026-08-13 13:35,Empanada de pollo,Empanadas,1,1200,mercadopago
1053,2026-08-13 13:35,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1053,2026-08-13 13:35,Helado 1/4,Postres,1,4200,mercadopago
1054,2026-08-13 13:41,Milanesa con papas,Platos,1,9500,mercadopago
1054,2026-08-13 13:41,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1054,2026-08-13 13:41,Flan casero,Postres,1,3500,mercadopago
1055,2026-08-25 13:19,Milanesa con papas,Platos,1,9500,qr
1055,2026-08-25 13:19,Gaseosa 500ml,Bebidas,1,1800,qr
1055,2026-08-25 13:19,Flan casero,Postres,1,3500,qr
1056,2026-06-21 22:18,Pizza napolitana,Pizzas,1,9800,qr
1056,2026-06-21 22:18,Cerveza artesanal,Bebidas,1,3200,qr
1056,2026-06-21 22:18,Helado 1/4,Postres,1,,qr
1057,2026-07-03 13:52,Empanada de carne,Empanadas,2,1200,qr
1057,2026-07-03 13:52,Gaseosa 500ml,Bebidas,1,1800,qr
1058,2026-06-10 11:08,Empanada de carne,Empanadas,1,1200,mercadopago
1058,2026-06-10 11:08,Empanada de pollo,Empanadas,1,1200,mercadopago
1058,2026-06-10 11:08,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1059,2026-07-10 21:15,Milanesa con papas,Platos,1,9500,mercadopago
1059,2026-07-10 21:15,Flan casero,Postres,1,3500,mercadopago
1060,2026-08-28 21:33,Pizza muzzarella,Pizzas,1,8500,mercadopago
1060,2026-08-28 21:33,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1061,2026-08-27 15:47,Milanesa con papas,Platos,1,9500,mercadopago
1061,2026-08-27 15:47,Flan casero,Postres,1,3500,mercadopago
1062,2026-07-06 19:41,Milanesa con papas,Platos,1,9500,mercadopago
1062,2026-07-06 19:41,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1062,2026-07-06 19:41,Flan casero,Postres,1,3500,mercadopago
1063,2026-06-14 21:30,Empanada de carne,Empanadas,2,1200,transferencia
1063,2026-06-14 21:30,Gaseosa 500ml,Bebidas,1,1800,transferencia
1064,2026-08-24 20:18,Milanesa con papas,Platos,1,9500,qr
1064,2026-08-24 20:18,Flan casero,Postres,1,3500,qr
1065,2026-06-27 14:18,Milanesa con papas,Platos,1,9500,transferencia
1065,2026-06-27 14:18,Flan casero,Postres,1,3500,transferencia
1065,2026-06-27 14:18,Helado 1/4,Postres,1,4200,transferencia
1066,2026-07-18 14:05,Pizza napolitana,Pizzas,1,9800,mercadopago
1066,2026-07-18 14:05,Cerveza artesanal,Bebidas,1,3200,mercadopago
1067,2026-07-21 14:45,Empanada de carne,Empanadas,1,1200,mercadopago
1067,2026-07-21 14:45,Empanada de pollo,Empanadas,1,1200,mercadopago
1067,2026-07-21 14:45,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1067,2026-07-21 14:45,Helado 1/4,Postres,1,4200,mercadopago
1068,2026-08-16 13:46,Pizza napolitana,Pizzas,1,9800,mercadopago
1068,2026-08-16 13:46,Cerveza artesanal,Bebidas,1,3200,mercadopago
1069,2026-08-21 23:25,Pizza muzzarella,Pizzas,1,8500,mercadopago
1069,2026-08-21 23:25,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1070,2026-09-04 17:24,Pizza muzzarella,Pizzas,1,8500,mercadopago
1070,2026-09-04 17:24,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1071,2026-08-01 19:18,Pizza napolitana,Pizzas,1,9800,mercadopago
1071,2026-08-01 19:18,Cerveza artesanal,Bebidas,1,3200,mercadopago
1071,2026-08-01 19:18,Helado 1/4,Postres,1,4200,mercadopago
1072,2026-07-27 13:51,Ensalada Cesar,Platos,1,7200,transferencia
1072,2026-07-27 13:51,Gaseosa 500ml,Bebidas,1,1800,transferencia
1073,2026-06-27 12:28,Pizza napolitana,Pizzas,1,9800,mercadopago
1073,2026-06-27 12:28,Cerveza artesanal,Bebidas,1,3200,mercadopago
1074,2026-08-30 17:21,Pizza napolitana,Pizzas,1,9800,qr
1074,2026-08-30 17:21,Cerveza artesanal,Bebidas,1,3200,qr
1074,2026-08-30 17:21,Flan casero,Postres,1,3500,qr
1075,2026-06-14 13:42,Ensalada Cesar,Platos,1,7200,mercadopago
1075,2026-06-14 13:42,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1075,2026-06-14 13:42,Flan casero,Postres,1,3500,mercadopago
1076,2026-07-03 16:48,Milanesa con papas,Platos,1,9500,qr
1076,2026-07-03 16:48,Flan casero,Postres,1,3500,qr
1077,2026-08-05 13:23,Pizza napolitana,Pizzas,1,9800,mercadopago
1077,2026-08-05 13:23,Cerveza artesanal,Bebidas,1,3200,mercadopago
1077,2026-08-05 13:23,Flan casero,Postres,1,3500,mercadopago
1078,2026-09-03 21:13,Ensalada Cesar,Platos,1,7200,qr
1078,2026-09-03 21:13,Gaseosa 500ml,Bebidas,1,1800,qr
1079,2026-07-04 14:33,Milanesa con papas,Platos,1,9500,mercadopago
1079,2026-07-04 14:33,Gaseosa 500ml,BEBIDAS,1,1800,mercadopago
1079,2026-07-04 14:33,Flan casero,Postres,1,3500,mercadopago
1080,2026-06-15 22:01,Pizza napolitana,Pizzas,1,9800,transferencia
1080,2026-06-15 22:01,Cerveza artesanal,Bebidas,1,3200,transferencia
1080,2026-06-15 22:01,Helado 1/4,Postres,1,4200,transferencia
1081,2026-07-05 13:33,Milanesa con papas,Platos,1,9500,mercadopago
1081,2026-07-05 13:33,Flan casero,Postres,1,3500,mercadopago
1082,2026-08-23 12:52,Milanesa con papas,Platos,1,9500,mercadopago
1082,2026-08-23 12:52,Flan casero,Postres,2,3500,mercadopago
1083,2026-08-20 14:08,Pizza napolitana,Pizzas,1,9800,mercadopago
1083,2026-08-20 14:08,Cerveza artesanal,Bebidas,1,3200,mercadopago
1083,2026-08-20 14:08,Flan casero,Postres,1,3500,mercadopago
1084,2026-08-22 12:24,Pizza napolitana,Pizzas,1,9800,mercadopago
1084,2026-08-22 12:24,Cerveza artesanal,Bebidas,1,3200,mercadopago
1084,2026-08-22 12:24,Flan casero,Postres,2,3500,mercadopago
1085,2026-07-29 23:56,Milanesa con papas,Platos,1,9500,mercadopago
1085,2026-07-29 23:56,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1086,2026-08-05 13:01,Milanesa con papas,Platos,1,9500,qr
1086,2026-08-05 13:01,Gaseosa 500ml,Bebidas,1,1800,qr
1087,2026-07-14 12:14,Milanesa con papas,Platos,1,9500,qr
1087,2026-07-14 12:14,Flan casero,Postres,1,3500,qr
1087,2026-07-14 12:14,Helado 1/4,Postres,1,4200,qr
1088,2026-07-21 22:54,Pizza muzzarella,Pizzas,1,8500,mercadopago
1088,2026-07-21 22:54,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1088,2026-07-21 22:54,Flan casero,Postres,1,3500,mercadopago
1089,2026-08-12 12:06,Milanesa con papas,Platos,1,9500,transferencia
1089,2026-08-12 12:06,Flan casero,Postres,1,3500,transferencia
1090,2026-07-05 22:59,Ensalada Cesar,Platos,1,7200,transferencia
1090,2026-07-05 22:59,Gaseosa 500ml,Bebidas,1,1800,transferencia
1090,2026-07-05 22:59,Flan casero,Postres,1,3500,transferencia
1091,2026-08-18 20:57,Empanada de carne,Empanadas,1,1200,transferencia
1091,2026-08-18 20:57,Empanada de pollo,Empanadas,1,1200,transferencia
1091,2026-08-18 20:57,Gaseosa 500ml,Bebidas,1,1800,transferencia
1092,2026-08-15 12:29,Empanada de carne,Empanadas,2,1200,qr
1092,2026-08-15 12:29,Gaseosa 500ml,BEBIDAS,1,1800,qr
1093,2026-07-20 11:17,Pizza muzzarella,Pizzas,1,8500,transferencia
1093,2026-07-20 11:17,Gaseosa 500ml,Bebidas,1,1800,transferencia
1094,2026-08-21 21:52,Pizza napolitana,Pizzas,1,9800,mercadopago
1094,2026-08-21 21:52,Cerveza artesanal,Bebidas,1,3200,mercadopago
1094,2026-08-21 21:52,Flan casero,POSTRES,1,3500,mercadopago
1095,2026-08-30 21:12,Empanada de carne,EMPANADAS,1,1200,transferencia
1095,2026-08-30 21:12,Empanada de pollo,Empanadas,1,1200,transferencia
1095,2026-08-30 21:12,Gaseosa 500ml,Bebidas,1,1800,transferencia
1096,2026-09-02 21:02,Ensalada Cesar,Platos,1,7200,transferencia
1096,2026-09-02 21:02,Gaseosa 500ml,Bebidas,1,1800,transferencia
1096,2026-09-02 21:02,Flan casero,Postres,1,3500,transferencia
1097,2026-08-29 13:23,Pizza napolitana,Pizzas,1,9800,transferencia
1097,2026-08-29 13:23,Cerveza artesanal,Bebidas,1,3200,transferencia
1097,2026-08-29 13:23,Flan casero,Postres,1,3500,transferencia
1098,2026-08-31 13:19,Empanada de carne,Empanadas,2,1200,qr
1098,2026-08-31 13:19,Gaseosa 500ml,Bebidas,1,1800,qr
1099,2026-06-16 11:30,Milanesa con papas,Platos,1,9500,mercadopago
1099,2026-06-16 11:30,Flan casero,Postres,1,3500,mercadopago
1100,2026-08-04 17:11,Empanada de carne,Empanadas,2,1200,qr
1100,2026-08-04 17:11,Gaseosa 500ml,Bebidas,1,1800,qr
1101,2026-06-09 20:29,Empanada de carne,Empanadas,1,1200,qr
1101,2026-06-09 20:29,Empanada de pollo,Empanadas,1,1200,qr
1101,2026-06-09 20:29,Gaseosa 500ml,Bebidas,1,1800,qr
1102,2026-07-02 13:41,Empanada de carne,Empanadas,2,1200,qr
1102,2026-07-02 13:41,Gaseosa 500ml,Bebidas,1,1800,qr
1103,2026-08-16 16:39,Pizza muzzarella,Pizzas,1,8500,mercadopago
1103,2026-08-16 16:39,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1103,2026-08-16 16:39,Helado 1/4,Postres,1,4200,mercadopago
1104,2026-07-10 12:15,Pizza muzzarella,Pizzas,1,8500,mercadopago
1104,2026-07-10 12:15,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1105,2026-08-01 21:28,Milanesa con papas,PLATOS,1,9500,mercadopago
1105,2026-08-01 21:28,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1105,2026-08-01 21:28,Flan casero,POSTRES,1,3500,mercadopago
1106,2026-06-23 12:32,Milanesa con papas,Platos,1,9500,mercadopago
1106,2026-06-23 12:32,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1107,2026-07-08 23:14,Milanesa con papas,Platos,1,9500,mercadopago
1107,2026-07-08 23:14,Flan casero,Postres,1,3500,mercadopago
1108,2026-07-30 12:37,Milanesa con papas,Platos,1,9500,mercadopago
1108,2026-07-30 12:37,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1109,2026-08-14 21:06,Empanada de carne,Empanadas,1,1200,mercadopago
1109,2026-08-14 21:06,Empanada de pollo,Empanadas,1,1200,mercadopago
1109,2026-08-14 21:06,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1109,2026-08-14 21:06,Helado 1/4,Postres,1,4200,mercadopago
1110,2026-08-31 12:58,Milanesa con papas,Platos,1,9500,transferencia
1110,2026-08-31 12:58,Gaseosa 500ml,Bebidas,1,1800,transferencia
1111,2026-07-15 20:02,Milanesa con papas,Platos,1,9500,mercadopago
1111,2026-07-15 20:02,Flan casero,Postres,1,3500,mercadopago
1112,2026-08-24 20:05,Pizza napolitana,Pizzas,1,9800,mercadopago
1112,2026-08-24 20:05,Cerveza artesanal,Bebidas,1,3200,mercadopago
1113,2026-07-31 20:36,Empanada de carne,Empanadas,1,1200,mercadopago
1113,2026-07-31 20:36,Empanada de pollo,Empanadas,1,1200,mercadopago
1113,2026-07-31 20:36,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1114,2026-07-21 21:27,Pizza napolitana,Pizzas,1,9800,transferencia
1114,2026-07-21 21:27,Cerveza artesanal,Bebidas,1,3200,transferencia
1115,2026-07-16 21:00,Empanada de carne,Empanadas,2,1200,qr
1115,2026-07-16 21:00,Gaseosa 500ml,Bebidas,1,1800,qr
1116,2026-07-17 13:10,Pizza napolitana,Pizzas,1,9800,mercadopago
1116,2026-07-17 13:10,Cerveza artesanal,Bebidas,1,3200,mercadopago
1117,2026-08-15 23:50,Milanesa con papas,Platos,1,9500,transferencia
1117,2026-08-15 23:50,Gaseosa 500ml,Bebidas,1,1800,transferencia
1118,2026-08-31 19:24,Pizza muzzarella,Pizzas,1,8500,qr
1118,2026-08-31 19:24,Gaseosa 500ml,Bebidas,1,1800,qr
1119,2026-08-16 21:54,Milanesa con papas,Platos,1,9500,mercadopago
1119,2026-08-16 21:54,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1120,2026-08-09 14:07,Pizza napolitana,Pizzas,1,9800,mercadopago
1120,2026-08-09 14:07,Cerveza artesanal,Bebidas,1,3200,mercadopago
1120,2026-08-09 14:07,Flan casero,Postres,1,3500,mercadopago
1121,2026-06-26 16:07,Ensalada Cesar,Platos,1,7200,qr
1121,2026-06-26 16:07,Gaseosa 500ml,Bebidas,1,1800,qr
1122,2026-06-17 20:27,Ensalada Cesar,Platos,1,7200,mercadopago
1122,2026-06-17 20:27,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1123,2026-07-11 12:15,Milanesa con papas,Platos,1,9500,qr
1123,2026-07-11 12:15,Flan casero,Postres,1,3500,qr
1124,2026-07-09 11:08,Empanada de carne,Empanadas,1,1200,mercadopago
1124,2026-07-09 11:08,Empanada de pollo,Empanadas,1,1200,mercadopago
1124,2026-07-09 11:08,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1125,2026-07-11 20:05,Empanada de carne,Empanadas,1,1200,qr
1125,2026-07-11 20:05,Empanada de pollo,Empanadas,1,1200,qr
1125,2026-07-11 20:05,Gaseosa 500ml,Bebidas,1,1800,qr
1126,2026-08-30 21:08,Empanada de carne,Empanadas,2,1200,transferencia
1126,2026-08-30 21:08,Gaseosa 500ml,Bebidas,1,1800,transferencia
1127,2026-06-09 22:18,Pizza napolitana,Pizzas,1,9800,qr
1127,2026-06-09 22:18,Cerveza artesanal,Bebidas,1,3200,qr
1128,2026-08-08 13:20,Pizza napolitana,Pizzas,1,9800,mercadopago
1128,2026-08-08 13:20,Cerveza artesanal,Bebidas,1,3200,mercadopago
1128,2026-08-08 13:20,Flan casero,Postres,1,3500,mercadopago
1129,2026-08-04 20:39,Milanesa con papas,Platos,1,9500,mercadopago
1129,2026-08-04 20:39,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1130,2026-08-13 20:57,Ensalada Cesar,Platos,1,7200,mercadopago
1130,2026-08-13 20:57,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1130,2026-08-13 20:57,Helado 1/4,Postres,1,4200,mercadopago
1131,2026-06-30 14:35,Pizza muzzarella,Pizzas,1,8500,qr
1131,2026-06-30 14:35,Gaseosa 500ml,Bebidas,1,1800,qr
1132,2026-07-17 21:36,Pizza napolitana,Pizzas,1,9800,qr
1132,2026-07-17 21:36,Cerveza artesanal,Bebidas,1,3200,qr
1133,2026-07-11 13:52,Pizza napolitana,Pizzas,1,9800,transferencia
1133,2026-07-11 13:52,Cerveza artesanal,Bebidas,1,3200,transferencia
1133,2026-07-11 13:52,Flan casero,Postres,1,3500,transferencia
1134,2026-06-23 19:02,Milanesa con papas,Platos,1,9500,mercadopago
1134,2026-06-23 19:02,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1134,2026-06-23 19:02,Helado 1/4,Postres,1,4200,mercadopago
1135,2026-07-21 19:02,Empanada de carne,Empanadas,2,1200,mercadopago
1135,2026-07-21 19:02,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1135,2026-07-21 19:02,Helado 1/4,Postres,1,4200,mercadopago
1136,2026-07-01 12:08,Milanesa con papas,Platos,1,9500,transferencia
1136,2026-07-01 12:08,Gaseosa 500ml,Bebidas,1,1800,transferencia
1137,2026-08-16 14:28,Pizza muzzarella,Pizzas,1,8500,transferencia
1137,2026-08-16 14:28,Gaseosa 500ml,Bebidas,1,1800,transferencia
1137,2026-08-16 14:28,Flan casero,Postres,1,3500,transferencia
1138,2026-08-02 20:52,Empanada de carne,Empanadas,1,1200,qr
1138,2026-08-02 20:52,Empanada de pollo,Empanadas,1,1200,qr
1138,2026-08-02 20:52,Gaseosa 500ml,Bebidas,1,1800,qr
1139,2026-06-20 11:02,Empanada de carne,Empanadas,2,1200,mercadopago
1139,2026-06-20 11:02,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1140,2026-08-06 14:35,Milanesa con papas,Platos,1,9500,qr
1140,2026-08-06 14:35,Gaseosa 500ml,Bebidas,1,1800,qr
1140,2026-08-06 14:35,Flan casero,Postres,1,3500,qr
1141,2026-06-15 22:32,Pizza napolitana,Pizzas,1,9800,transferencia
1141,2026-06-15 22:32,Cerveza artesanal,Bebidas,1,3200,transferencia
1141,2026-06-15 22:32,Flan casero,Postres,2,3500,transferencia
1142,2026-07-06 22:58,Milanesa con papas,Platos,1,9500,mercadopago
1142,2026-07-06 22:58,Flan casero,Postres,1,3500,mercadopago
1142,2026-07-06 22:58,Helado 1/4,Postres,1,4200,mercadopago
1143,2026-08-23 13:59,Pizza napolitana,Pizzas,1,9800,mercadopago
1143,2026-08-23 13:59,Cerveza artesanal,Bebidas,1,3200,mercadopago
1143,2026-08-23 13:59,Flan casero,Postres,1,3500,mercadopago
1144,2026-06-27 22:18,Milanesa con papas,Platos,1,9500,mercadopago
1144,2026-06-27 22:18,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1144,2026-06-27 22:18,Flan casero,Postres,1,3500,mercadopago
1145,2026-08-06 16:12,Ensalada Cesar,Platos,1,7200,mercadopago
1145,2026-08-06 16:12,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1146,2026-06-17 18:30,Milanesa con papas,Platos,1,9500,qr
1146,2026-06-17 18:30,Flan casero,Postres,1,3500,qr
1147,2026-09-02 21:50,Milanesa con papas,Platos,1,9500,qr
1147,2026-09-02 21:50,Gaseosa 500ml,Bebidas,1,1800,qr
1148,2026-06-25 11:39,Pizza napolitana,Pizzas,1,9800,mercadopago
