pedido_id,fecha,producto,categoria,cantidad,precio_unit,metodo_pago
1068,2026-08-16 13:46:00,Pizza napolitana,Pizzas,1,9800.0,mercadopago
1068,2026-08-16 13:46:00,Cerveza artesanal,Bebidas,1,3200.0,mercadopago
1069,2026-08-21 23:25:00,Pizza muzzarella,Pizzas,1,8500.0,mercadopago
1069,2026-08-21 23:25:00,Gaseosa 500ml,Bebidas,1,1800.0,mercadopago
1070,2026-09-04 17:24:00,Pizza muzzarella,Pizzas,1,8500.0,mercadopago
1070,2026-09-04 17:24:00,Gaseosa 500ml,Bebidas,1,1800.0,mercadopago
1071,2026-08-01 19:18:00,Pizza napolitana,Pizzas,1,9800.0,mercadopago
1071,2026-08-01 19:18:00,Cerveza artesanal,Bebidas,1,3200.0,mercadopago
1071,2026-08-01 19:18:00,Helado 1/4,Postres,1,4200.0,mercadopago
1072,2026-07-27 13:51:00,Ensalada Cesar,Platos,1,7200.0,transferencia
1072,2026-07-27 13:51:00,Gaseosa 500ml,Bebidas,1,1800.0,transferencia
1073,2026-06-27 12:28:00,Pizza napolitana,Pizzas,1,9800.0,mercadopago
1073,2026-06-27 12:28:00,Cerveza artesanal,Bebidas,1,3200.0,mercadopago
1074,2026-08-30 17:21:00,Pizza napolitana,Pizzas,1,9800.0,qr
1074,2026-08-30 17:21:00,Cerveza artesanal,Bebidas,1,3200.0,qr
1074,2026-08-30 17:21:00,Flan casero,Postres,1,3500.0,qr
1075,2026-06-14 13:42:00,Ensalada Cesar,Platos,1,7200.0,mercadopago
1075,2026-06-14 13:42:00,Gaseosa 500ml,Bebidas,1,1800.0,mercadopago
1075,2026-06-14 13:42:00,Flan casero,Postres,1,3500.0,mercadopago
1076,2026-07-03 16:48:00,Milanesa con papas,Platos,1,9500.0,qr
1076,2026-07-03 16:48:00,Flan casero,Postres,1,3500.0,qr
1077,2026-08-05 13:23:00,Pizza napolitana,Pizzas,1,9800.0,mercadopago
1077,2026-08-05 13:23:00,Cerveza artesanal,Bebidas,1,3200.0,mercadopago
1077,2026-08-05 13:23:00,Flan casero,Postres,1,3500.0,mercadopago
1078,2026-09-03 21:13:00,Ensalada Cesar,Platos,1,7200.0,qr
1078,2026-09-03 21:13:00,Gaseosa 500ml,Bebidas,1,1800.0,qr
1079,2026-07-04 14:33:00,Milanesa con papas,Platos,1,9500.0,mercadopago
1079,2026-07-04 14:33:00,Gaseosa 500ml,Bebidas,1,1800.0,mercadopago
1079,2026-07-04 14:33:00,Flan casero,Postres,1,3500.0,mercadopago
1080,2026-06-15 22:01:00,Pizza napolitana,Pizzas,1,9800.0,transferencia
1080,2026-06-15 22:01:00,Cerveza artesanal,Bebidas,1,3200.0,transferencia
1080,2026-06-15 22:01:00,Helado 1/4,Postres,1,4200.0,transferencia
1081,2026-07-05 13:33:00,Milanesa con papas,Platos,1,9500.0,mercadopago
1081,2026-07-05 13:33:00,Flan casero,Postres,1,3500.0,mercadopago
1082,2026-08-23 12:52:00,Milanesa con papas,Platos,1,9500.0,mercadopago
1082,2026-08-23 12:52:00,Flan casero,Postres,2,3500.0,mercadopago
1083,2026-08-20 14:08:00,Pizza napolitana,Pizzas,1,9800.0,mercadopago
1083,2026-08-20 14:08:00,Cerveza artesanal,Bebidas,1,3200.0,mercadopago
1083,2026-08-20 14:08:00,Flan casero,Postres,1,3500.0,mercadopago
1084,2026-08-22 12:24:00,Pizza napolitana,Pizzas,1,9800.0,mercadopago
1084,2026-08-22 12:24:00,Cerveza artesanal,Bebidas,1,3200.0,mercadopago
1084,2026-08-22 12:24:00,Flan casero,Postres,2,3500.0,mercadopago
1085,2026-07-29 23:56:00,Milanesa con papas,Platos,1,9500.0,mercadopago
1085,2026-07-29 23:56:00,Gaseosa 500ml,Bebidas,1,1800.0,mercadopago
1086,2026-08-05 13:01:00,Milanesa con papas,Platos,1,9500.0,qr
1086,2026-08-05 13:01:00,Gaseosa 500ml,Bebidas,1,1800.0,qr
1087,2026-07-14 12:14:00,Milanesa con papas,Platos,1,9500.0,qr
1087,2026-07-14 12:14:00,Flan casero,Postres,1,3500.0,qr
1087,2026-07-14 12:14:00,Helado 1/4,Postres,1,4200.0,qr
1088,2026-07-21 22:54:00,Pizza muzzarella,Pizzas,1,8500.0,mercadopago
1088,2026-07-21 22:54:00,Gaseosa 500ml,Bebidas,1,1800.0,mercadopago
1088,2026-07-21 22:54:00,Flan casero,Postres,1,3500.0,mercadopago
1089,2026-08-12 12:06:00,Milanesa con papas,Platos,1,9500.0,transferencia
1089,2026-08-12 12:06:00,Flan casero,Postres,1,3500.0,transferencia
1090,2026-07-05 22:59:00,Ensalada Cesar,Platos,1,7200.0,transferencia
1090,2026-07-05 22:59:00,Gaseosa 500ml,Bebidas,1,1800.0,transferencia
1090,2026-07-05 22:59:00,Flan casero,Postres,1,3500.0,transferencia
1091,2026-08-18 20:57:00,Empanada de carne,Empanadas,1,1200.0,transferencia
1091,2026-08-18 20:57:00,Empanada de pollo,Empanadas,1,1200.0,transferencia
1091,2026-08-18 20:57:00,Gaseosa 500ml,Bebidas,1,1800.0,transferencia
1092,2026-08-15 12:29:00,Empanada de carne,Empanadas,2,1200.0,qr
1092,2026-08-15 12:29:00,Gaseosa 500ml,Bebidas,1,1800.0,qr
1093,2026-07-20 11:17:00,Pizza muzzarella,Pizzas,1,8500.0,transferencia
1093,2026-07-20 11:17:00,Gaseosa 500ml,Bebidas,1,1800.0,transferencia
1094,2026-08-21 21:52:00,Pizza napolitana,Pizzas,1,9800.0,mercadopago
1094,2026-08-21 21:52:00,Cerveza artesanal,Bebidas,1,3200.0,mercadopago
1094,2026-08-21 21:52:00,Flan casero,Postres,1,3500.0,mercadopago
1095,2026-08-30 21:12:00,Empanada de carne,Empanadas,1,1200.0,transferencia
1095,2026-08-30 21:12:00,Empanada de pollo,Empanadas,1,1200.0,transferencia
1095,2026-08-30 21:12:00,Gaseosa 500ml,Bebidas,1,1800.0,transferencia
1096,2026-09-02 21:02:00,Ensalada Cesar,Platos,1,7200.0,transferencia
1096,2026-09-02 21:02:00,Gaseosa 500ml,Bebidas,1,1800.0,transferencia
1096,2026-09-02 21:02:00,Flan casero,Postres,1,3500.0,transferencia
1097,2026-08-29 13:23:00,Pizza napolitana,Pizzas,1,9800.0,transferencia
1097,2026-08-29 13:23:00,Cerveza artesanal,Bebidas,1,3200.0,transferencia
1097,2026-08-29 13:23:00,Flan casero,Postres,1,3500.0,transferencia
1098,2026-08-31 13:19:00,Empanada de carne,Empanadas,2,1200.0,qr
1098,2026-08-31 13:19:00,Gaseosa 500ml,Bebidas,1,1800.0,qr
1099,2026-06-16 11:30:00,Milanesa con papas,Platos,1,9500.0,mercadopago
1099,2026-06-16 11:30:00,Flan casero,Postres,1,3500.0,mercadopago
1100,2026-08-04 17:11:00,Empanada de carne,Empanadas,2,1200.0,qr
1100,2026-08-04 17:11:00,Gaseosa 500ml,Bebidas,1,1800.0,qr
1101,2026-06-09 20:29:00,Empanada de carne,Empanadas,1,1200.0,qr
1101,2026-06-09 20:29:00,Empanada de pollo,Empanadas,1,1200.0,qr
1101,2026-06-09 20:29:00,Gaseosa 500ml,Bebidas,1,1800.0,qr
1102,2026-07-02 13:41:00,Empanada de carne,Empanadas,2,1200.0,qr
1102,2026-07-02 13:41:00,Gaseosa 500ml,Bebidas,1,1800.0,qr
1103,2026-08-16 16:39:00,Pizza muzzarella,Pizzas,1,8500.0,mercadopago
1103,2026-08-16 16:39:00,Gaseosa 500ml,Bebidas,1,1800.0,mercadopago
1103,2026-08-16 16:39:00,Helado 1/4,Postres,1,4200.0,mercadopago
1104,2026-07-10 12:15:00,Pizza muzzarella,Pizzas,1,8500.0,mercadopago
1104,2026-07-10 12:15:00,Gaseosa 500ml,Bebidas,1,1800.0,mercadopago
1105,2026-08-01 21:28:00,Milanesa con papas,Platos,1,9500.0,mercadopago
1105,2026-08-01 21:28:00,Gaseosa 500ml,Bebidas,1,1800.0,mercadopago
1105,2026-08-01 21:28:00,Flan casero,Postres,1,3500.0,mercadopago
1106,2026-06-23 12:32:00,Milanesa con papas,Platos,1,9500.0,mercadopago
1106,2026-06-23 12:32:00,Gaseosa 500ml,Bebidas,1,1800.0,mercadopago
1107,2026-07-08 23:14:00,Milanesa con papas,Platos,1,9500.0,mercadopago
1107,2026-07-08 23:14:00,Flan casero,Postres,1,3500.0,mercadopago
1108,2026-07-30 12:37:00,Milanesa con papas,Platos,1,9500.0,mercadopago
1108,2026-07-30 12:37:00,Gaseosa 500ml,Bebidas,1,1800.0,mercadopago
1109,2026-08-14 21:06:00,Empanada de carne,Empanadas,1,1200.0,mercadopago
1109,2026-08-14 21:06:00,Empanada de pollo,Empanadas,1,1200.0,mercadopago
1109,2026-08-14 21:06:00,Gaseosa 500ml,Bebidas,1,1800.0,mercadopago
1109,2026-08-14 21:06:00,Helado 1/4,Postres,1,4200.0,mercadopago
1110,2026-08-31 12:58:00,Milanesa con papas,Platos,1,9500.0,transferencia
1110,2026-08-31 12:58:00,Gaseosa 500ml,Bebidas,1,1800.0,transferencia
1111,2026-07-15 20:02:00,Milanesa con papas,Platos,1,9500.0,mercadopago
1111,2026-07-15 20:02:00,Flan casero,Postres,1,3500.0,mercadopago
1112,2026-08-24 20:05:00,Pizza napolitana,Pizzas,1,9800.0,mercadopago
1112,2026-08-24 20:05:00,Cerveza artesanal,Bebidas,1,3200.0,mercadopago
1113,2026-07-31 20:36:00,Empanada de carne,Empanadas,1,1200.0,mercadopago
1113,2026-07-31 20:36:00,Empanada de pollo,Empanadas,1,1200.0,mercadopago
1113,2026-07-31 20:36:00,Gaseosa 500ml,Bebidas,1,1800.0,mercadopago
1114,2026-07-21 21:27:00,Pizza napolitana,Pizzas,1,9800.0,transferencia
1114,2026-07-21 21:27:00,Cerveza artesanal,Bebidas,1,3200.0,transferencia
1115,2026-07-16 21:00:00,Empanada de carne,Empanadas,2,1200.0,qr
1115,2026-07-16 21:00:00,Gaseosa 500ml,Bebidas,1,1800.0,qr
1116,2026-07-17 13:10:00,Pizza napolitana,Pizzas,1,9800.0,mercadopago
1116,2026-07-17 13:10:00,Cerveza artesanal,Bebidas,1,3200.0,mercadopago
1117,2026-08-15 23:50:00,Milanesa con papas,Platos,1,9500.0,transferencia
1117,2026-08-15 23:50:00,Gaseosa 500ml,Bebidas,1,1800.0,transferencia
1118,2026-08-31 19:24:00,Pizza muzzarella,Pizzas,1,8500.0,qr
1118,2026-08-31 19:24:00,Gaseosa 500ml,Bebidas,1,1800.0,qr
1119,2026-08-16 21:54:00,Milanesa con papas,Platos,1,9500.0,mercadopago
1119,2026-08-16 21:54:00,Gaseosa 500ml,Bebidas,1,1800.0,mercadopago
1120,2026-08-09 14:07:00,Pizza napolitana,Pizzas,1,9800.0,mercadopago
1120,2026-08-09 14:07:00,Cerveza artesanal,Bebidas,1,3200.0,mercadopago
1120,2026-08-09 14:07:00,Flan casero,Postres,1,3500.0,mercadopago
1121,2026-06-26 16:07:00,Ensalada Cesar,Platos,1,7200.0,qr
1121,2026-06-26 16:07:00,Gaseosa 500ml,Bebidas,1,1800.0,qr
1122,2026-06-17 20:27:00,Ensalada Cesar,Platos,1,7200.0,mercadopago
1122,2026-06-17 20:27:00,Gaseosa 500ml,Bebidas,1,1800.0,mercadopago
1123,2026-07-11 12:15:00,Milanesa con papas,Platos,1,9500.0,qr
1123,2026-07-11 12:15:00,Flan casero,Postres,1,3500.0,qr
1124,2026-07-09 11:08:00,Empanada de carne,Empanadas,1,1200.0,mercadopago
1124,2026-07-09 11:08:00,Empanada de pollo,Empanadas,1,1200.0,mercadopago
1124,2026-07-09 11:08:00,Gaseosa 500ml,Bebidas,1,1800.0,mercadopago
1125,2026-07-11 20:05:00,Empanada de carne,Empanadas,1,1200.0,qr
1125,2026-07-11 20:05:00,Empanada de pollo,Empanadas,1,1200.0,qr
1125,2026-07-11 20:05:00,Gaseosa 500ml,Bebidas,1,1800.0,qr
1126,2026-08-30 21:08:00,Empanada de carne,Empanadas,2,1200.0,transferencia
1126,2026-08-30 21:08:00,Gaseosa 500ml,Bebidas,1,1800.0,transferencia
1127,2026-06-09 22:18:00,Pizza napolitana,Pizzas,1,9800.0,qr
1127,2026-06-09 22:18:00,Cerveza artesanal,Bebidas,1,3200.0,qr
1128,2026-08-08 13:20:00,Pizza napolitana,Pizzas,1,9800.0,mercadopago
1128,2026-08-08 13:20:00,Cerveza artesanal,Bebidas,1,3200.0,mercadopago
1128,2026-08-08 13:20:00,Flan casero,Postres,1,3500.0,mercadopago
1129,2026-08-04 20:39:00,Milanesa con papas,Platos,1,9500.0,mercadopago
1129,2026-08-04 20:39:00,Gaseosa 500ml,Bebidas,1,1800.0,mercadopago
1130,2026-08-13 20:57:00,Ensalada Cesar,Platos,1,7200.0,mercadopago
1130,2026-08-13 20:57:00,Gaseosa 500ml,Bebidas,1,1800.0,mercadopago
1130,2026-08-13 20:57:00,Helado 1/4,Postres,1,4200.0,mercadopago
1131,2026-06-30 14:35:00,Pizza muzzarella,Pizzas,1,8500.0,qr
1131,2026-06-30 14:35:00,Gaseosa 500ml,Bebidas,1,1800.0,qr
1132,2026-07-17 21:36:00,Pizza napolitana,Pizzas,1,9800.0,qr
1132,2026-07-17 21:36:00,Cerveza artesanal,Bebidas,1,3200.0,qr
1133,2026-07-11 13:52:00,Pizza napolitana,Pizzas,1,9800.0,transferencia
1133,2026-07-11 13:52:00,Cerveza artesanal,Bebidas,1,3200.0,transferencia
1133,2026-07-11 13:52:00,Flan casero,Postres,1,3500.0,transferencia
1134,2026-06-23 19:02:00,Milanesa con papas,Platos,1,9500.0,mercadopago
1134,2026-06-23 19:02:00,Gaseosa 500ml,Bebidas,1,1800.0,mercadopago
1134,2026-06-23 19:02:00,Helado 1/4,Postres,1,4200.0,mercadopago
1135,2026-07-21 19:02:00,Empanada de carne,Empanadas,2,1200.0,mercadopago
